Date: 2010-03-17, Open: 5198.45, High: 5260.5, Low: 5177.15, SMA20: 5022.94, SMA50: 5028.95, RSI14: 91.46, Return: 0.65%, Output: Up
Date: 2021-09-09, Open: 17312.85, High: 17379.65, Low: 17302.7, SMA20: 16867.41, SMA50: 16282.86, RSI14: 92.56, Return: 0.09%, Output: Down
Date: 2021-09-13, Open: 17363.55, High: 17378.35, Low: 17269.15, SMA20: 16916.95, SMA50: 16315.53, RSI14: 91.01, Return: -0.08%, Output: Up
Date: 2021-09-14, Open: 17420.35, High: 17438.55, Low: 17367.05, SMA20: 16959.5, SMA50: 16349.53, RSI14: 90.02, Return: 0.14%, Output: Up
Date: 2021-09-15, Open: 17387.65, High: 17532.7, Low: 17386.9, SMA20: 17007.32, SMA50: 16385.48, RSI14: 91.22, Return: 0.8%, Output: Up
Date: 2021-09-16, Open: 17539.2, High: 17644.6, Low: 17510.45, SMA20: 17058.06, SMA50: 16421.38, RSI14: 92.02, Return: 0.63%, Output: Down
Date: 2021-09-17, Open: 17709.65, High: 17792.95, Low: 17537.65, SMA20: 17108.88, SMA50: 16456.72, RSI14: 88.03, Return: -0.25%, Output: Down
Date: 2021-09-20, Open: 17443.85, High: 17622.75, Low: 17361.8, SMA20: 17156.2, SMA50: 16487.06, RSI14: 70.81, Return: -1.07%, Output: Up
Date: 2021-09-21, Open: 17450.5, High: 17578.35, Low: 17326.1, SMA20: 17209.48, SMA50: 16523.75, RSI14: 69.84, Return: 0.95%, Output: Down
Date: 2021-09-22, Open: 17580.9, High: 17610.45, Low: 17524.0, SMA20: 17255.58, SMA50: 16560.88, RSI14: 72.55, Return: -0.09%, Output: Up
Date: 2021-09-23, Open: 17670.85, High: 17843.9, Low: 17646.55, SMA20: 17315.0, SMA50: 16603.49, RSI14: 75.35, Return: 1.57%, Output: Up
Date: 2021-09-24, Open: 17897.45, High: 17947.65, Low: 17819.4, SMA20: 17375.81, SMA50: 16644.31, RSI14: 74.03, Return: 0.17%, Output: Up
Date: 2021-09-27, Open: 17932.2, High: 17943.5, Low: 17802.9, SMA20: 17433.3, SMA50: 16684.33, RSI14: 72.74, Return: 0.01%, Output: Down
Date: 2021-09-28, Open: 17906.45, High: 17912.85, Low: 17576.1, SMA20: 17474.18, SMA50: 16720.82, RSI14: 66.94, Return: -0.6%, Output: Down
Date: 2021-09-29, Open: 17657.95, High: 17781.75, Low: 17608.15, SMA20: 17503.14, SMA50: 16756.58, RSI14: 65.3, Return: -0.21%, Output: Down
Date: 2021-09-30, Open: 17718.9, High: 17742.15, Low: 17585.35, SMA20: 17530.23, SMA50: 16793.89, RSI14: 59.98, Return: -0.53%, Output: Down
Date: 2021-10-01, Open: 17531.9, High: 17557.15, Low: 17452.9, SMA20: 17545.13, SMA50: 16831.89, RSI14: 56.7, Return: -0.49%, Output: Up
Date: 2021-10-04, Open: 17615.55, High: 17750.9, Low: 17581.35, SMA20: 17563.51, SMA50: 16869.23, RSI14: 60.71, Return: 0.91%, Output: Up
Date: 2021-10-05, Open: 17661.35, High: 17833.45, Low: 17640.9, SMA20: 17585.74, SMA50: 16908.56, RSI14: 60.48, Return: 0.74%, Output: Down
Date: 2021-10-06, Open: 17861.5, High: 17884.6, Low: 17613.15, SMA20: 17599.93, SMA50: 16944.99, RSI14: 50.55, Return: -0.99%, Output: Up
Date: 2021-10-07, Open: 17810.55, High: 17857.55, Low: 17763.8, SMA20: 17621.77, SMA50: 16985.87, RSI14: 56.37, Return: 0.82%, Output: Up
Date: 2021-10-08, Open: 17886.85, High: 17941.85, Low: 17840.35, SMA20: 17648.07, SMA50: 17029.58, RSI14: 66.31, Return: 0.59%, Output: Up
Date: 2021-10-11, Open: 17867.55, High: 18041.95, Low: 17839.1, SMA20: 17677.6, SMA50: 17072.93, RSI14: 63.58, Return: 0.28%, Output: Up
Date: 2021-10-12, Open: 17915.8, High: 18008.65, Low: 17864.95, SMA20: 17708.2, SMA50: 17117.51, RSI14: 65.42, Return: 0.26%, Output: Up
Date: 2021-10-13, Open: 18097.85, High: 18197.8, Low: 18050.75, SMA20: 17740.31, SMA50: 17163.04, RSI14: 62.67, Return: 0.94%, Output: Up
Date: 2021-10-14, Open: 18272.85, High: 18350.75, Low: 18248.7, SMA20: 17775.77, SMA50: 17207.2, RSI14: 66.35, Return: 0.97%, Output: Up
Date: 2021-10-18, Open: 18500.1, High: 18543.15, Low: 18445.3, SMA20: 17820.36, SMA50: 17251.56, RSI14: 69.19, Return: 0.76%, Output: Down
Date: 2021-10-19, Open: 18602.35, High: 18604.45, Low: 18377.7, SMA20: 17871.45, SMA50: 17294.05, RSI14: 71.31, Return: -0.32%, Output: Down
Date: 2021-10-20, Open: 18439.9, High: 18458.3, Low: 18209.35, SMA20: 17906.68, SMA50: 17334.62, RSI14: 66.46, Return: -0.83%, Output: Down
Date: 2021-10-21, Open: 18382.7, High: 18384.2, Low: 18048.0, SMA20: 17938.26, SMA50: 17373.01, RSI14: 66.64, Return: -0.48%, Output: Down
Date: 2021-10-22, Open: 18230.7, High: 18314.25, Low: 18034.35, SMA20: 17952.85, SMA50: 17409.71, RSI14: 67.56, Return: -0.35%, Output: Up
Date: 2021-10-25, Open: 18229.5, High: 18241.4, Low: 17968.5, SMA20: 17966.47, SMA50: 17446.57, RSI14: 64.37, Return: 0.06%, Output: Up
Date: 2021-10-26, Open: 18154.5, High: 18310.45, Low: 18099.3, SMA20: 17987.13, SMA50: 17484.65, RSI14: 64.65, Return: 0.79%, Output: Down
Date: 2021-10-27, Open: 18295.85, High: 18342.05, Low: 18167.9, SMA20: 18010.25, SMA50: 17518.29, RSI14: 70.12, Return: -0.31%, Output: Down
Date: 2021-10-28, Open: 18187.65, High: 18190.7, Low: 17799.45, SMA20: 18017.55, SMA50: 17544.17, RSI14: 52.07, Return: -1.94%, Output: Down
Date: 2021-10-29, Open: 17833.05, High: 17915.85, Low: 17613.1, SMA20: 18020.22, SMA50: 17565.31, RSI14: 43.4, Return: -1.04%, Output: Up
Date: 2021-11-01, Open: 17783.15, High: 17954.1, Low: 17697.1, SMA20: 18040.1, SMA50: 17592.53, RSI14: 49.57, Return: 1.46%, Output: Down
Date: 2021-11-02, Open: 17970.9, High: 18012.25, Low: 17847.6, SMA20: 18049.98, SMA50: 17621.3, RSI14: 47.28, Return: -0.23%, Output: Down
Date: 2021-11-03, Open: 17947.95, High: 17988.75, Low: 17757.95, SMA20: 18050.33, SMA50: 17647.95, RSI14: 40.69, Return: -0.33%, Output: Up
Date: 2021-11-04, Open: 17935.05, High: 17947.55, Low: 17900.6, SMA20: 18063.87, SMA50: 17673.8, RSI14: 37.57, Return: 0.49%, Output: Up
Date: 2021-11-08, Open: 18040.2, High: 18087.8, Low: 17836.1, SMA20: 18077.78, SMA50: 17702.48, RSI14: 38.06, Return: 0.85%, Output: Down
Date: 2021-11-09, Open: 18084.35, High: 18112.6, Low: 17983.05, SMA20: 18085.23, SMA50: 17730.62, RSI14: 38.83, Return: -0.13%, Output: Down
Date: 2021-11-10, Open: 17973.45, High: 18061.25, Low: 17915.0, SMA20: 18088.8, SMA50: 17756.86, RSI14: 41.96, Return: -0.15%, Output: Down
Date: 2021-11-11, Open: 17967.45, High: 17971.35, Low: 17798.2, SMA20: 18082.88, SMA50: 17775.71, RSI14: 40.52, Return: -0.8%, Output: Up
Date: 2021-11-12, Open: 17977.6, High: 18123.0, Low: 17905.9, SMA20: 18079.93, SMA50: 17795.12, RSI14: 49.66, Return: 1.28%, Output: Up
Date: 2021-11-15, Open: 18140.95, High: 18210.15, Low: 18071.3, SMA20: 18068.47, SMA50: 17815.79, RSI14: 49.55, Return: 0.04%, Output: Down
Date: 2021-11-16, Open: 18127.05, High: 18132.65, Low: 17958.8, SMA20: 18044.58, SMA50: 17831.09, RSI14: 42.24, Return: -0.61%, Output: Down
Date: 2021-11-17, Open: 17939.35, High: 18022.65, Low: 17879.25, SMA20: 18018.57, SMA50: 17842.59, RSI14: 41.22, Return: -0.56%, Output: Down
Date: 2021-11-18, Open: 17890.55, High: 17945.6, Low: 17688.5, SMA20: 17993.48, SMA50: 17850.33, RSI14: 47.03, Return: -0.75%, Output: Down
Date: 2021-11-22, Open: 17796.25, High: 17805.25, Low: 17280.45, SMA20: 17955.41, SMA50: 17851.42, RSI14: 42.59, Return: -1.96%, Output: Up
Date: 2021-11-23, Open: 17281.75, High: 17553.7, Low: 17216.1, SMA20: 17924.83, SMA50: 17854.42, RSI14: 36.25, Return: 0.5%, Output: Down
Date: 2021-11-24, Open: 17550.05, High: 17600.6, Low: 17354.0, SMA20: 17889.31, SMA50: 17855.33, RSI14: 35.17, Return: -0.5%, Output: Up
Date: 2021-11-25, Open: 17417.3, High: 17564.35, Low: 17351.7, SMA20: 17852.7, SMA50: 17858.95, RSI14: 41.17, Return: 0.7%, Output: Down
Date: 2021-11-26, Open: 17338.75, High: 17355.4, Low: 16985.7, SMA20: 17793.48, SMA50: 17851.88, RSI14: 28.61, Return: -2.91%, Output: Up
Date: 2021-11-29, Open: 17055.8, High: 17160.7, Low: 16782.4, SMA20: 17753.31, SMA50: 17842.57, RSI14: 24.08, Return: 0.16%, Output: Down
Date: 2021-11-30, Open: 17051.15, High: 17324.65, Low: 16931.4, SMA20: 17718.89, SMA50: 17829.64, RSI14: 23.52, Return: -0.41%, Output: Up
Date: 2021-12-01, Open: 17104.4, High: 17213.05, Low: 17064.25, SMA20: 17680.75, SMA50: 17821.28, RSI14: 30.32, Return: 1.08%, Output: Up
Date: 2021-12-02, Open: 17183.2, High: 17420.35, Low: 17149.3, SMA20: 17656.39, SMA50: 17821.37, RSI14: 39.52, Return: 1.37%, Output: Down
Date: 2021-12-03, Open: 17424.9, High: 17489.8, Low: 17180.8, SMA20: 17624.76, SMA50: 17814.07, RSI14: 29.66, Return: -1.18%, Output: Down
Date: 2021-12-06, Open: 17209.05, High: 17216.75, Low: 16891.7, SMA20: 17574.54, SMA50: 17801.38, RSI14: 26.1, Return: -1.65%, Output: Up
Date: 2021-12-07, Open: 17044.1, High: 17251.65, Low: 16987.75, SMA20: 17529.94, SMA50: 17788.46, RSI14: 34.54, Return: 1.56%, Output: Up
Date: 2021-12-08, Open: 17315.25, High: 17484.6, Low: 17308.95, SMA20: 17501.22, SMA50: 17780.79, RSI14: 42.48, Return: 1.71%, Output: Up
Date: 2021-12-09, Open: 17524.4, High: 17543.25, Low: 17379.6, SMA20: 17476.2, SMA50: 17774.02, RSI14: 45.52, Return: 0.27%, Output: Down
Date: 2021-12-10, Open: 17476.05, High: 17534.35, Low: 17405.25, SMA20: 17458.09, SMA50: 17769.28, RSI14: 51.96, Return: -0.03%, Output: Down
Date: 2021-12-13, Open: 17619.1, High: 17639.5, Low: 17355.95, SMA20: 17421.36, SMA50: 17762.41, RSI14: 47.27, Return: -0.82%, Output: Down
Date: 2021-12-14, Open: 17283.2, High: 17376.2, Low: 17225.8, SMA20: 17382.13, SMA50: 17756.55, RSI14: 48.15, Return: -0.25%, Output: Down
Date: 2021-12-15, Open: 17323.65, High: 17351.2, Low: 17192.2, SMA20: 17343.25, SMA50: 17750.34, RSI14: 43.48, Return: -0.6%, Output: Up
Date: 2021-12-16, Open: 17373.0, High: 17379.35, Low: 17184.95, SMA20: 17310.73, SMA50: 17741.48, RSI14: 55.74, Return: 0.16%, Output: Down
Date: 2021-12-17, Open: 17276.0, High: 17298.15, Low: 16966.45, SMA20: 17271.75, SMA50: 17724.74, RSI14: 48.42, Return: -1.53%, Output: Down
Date: 2021-12-20, Open: 16824.25, High: 16840.1, Low: 16410.2, SMA20: 17231.63, SMA50: 17704.1, RSI14: 42.53, Return: -2.18%, Output: Up
Date: 2021-12-21, Open: 16773.15, High: 16936.4, Low: 16688.25, SMA20: 17195.01, SMA50: 17683.71, RSI14: 41.89, Return: 0.94%, Output: Up
Date: 2021-12-22, Open: 16865.55, High: 16971.0, Low: 16819.5, SMA20: 17172.03, SMA50: 17664.92, RSI14: 40.67, Return: 1.1%, Output: Up
Date: 2021-12-23, Open: 17066.8, High: 17118.65, Low: 17015.55, SMA20: 17148.85, SMA50: 17647.45, RSI14: 47.31, Return: 0.69%, Output: Down
Date: 2021-12-24, Open: 17149.5, High: 17155.6, Low: 16909.6, SMA20: 17147.71, SMA50: 17627.69, RSI14: 52.19, Return: -0.4%, Output: Up
Date: 2021-12-27, Open: 16937.75, High: 17112.05, Low: 16833.2, SMA20: 17149.33, SMA50: 17606.18, RSI14: 47.63, Return: 0.49%, Output: Up
Date: 2021-12-28, Open: 17177.6, High: 17250.25, Low: 17161.15, SMA20: 17161.83, SMA50: 17584.07, RSI14: 43.28, Return: 0.86%, Output: Down
Date: 2021-12-29, Open: 17220.1, High: 17285.95, Low: 17176.65, SMA20: 17164.16, SMA50: 17558.8, RSI14: 41.25, Return: -0.11%, Output: Down
Date: 2021-12-30, Open: 17201.45, High: 17264.05, Low: 17146.35, SMA20: 17154.28, SMA50: 17534.5, RSI14: 41.15, Return: -0.06%, Output: Up
Date: 2021-12-31, Open: 17244.5, High: 17400.8, Low: 17238.5, SMA20: 17162.15, SMA50: 17516.25, RSI14: 49.59, Return: 0.87%, Output: Up
Date: 2022-01-03, Open: 17387.15, High: 17646.65, Low: 17383.3, SMA20: 17197.82, SMA50: 17505.21, RSI14: 57.62, Return: 1.57%, Output: Up
Date: 2022-01-04, Open: 17681.4, High: 17827.6, Low: 17593.55, SMA20: 17229.25, SMA50: 17499.01, RSI14: 64.25, Return: 1.02%, Output: Up
Date: 2022-01-05, Open: 17820.1, High: 17944.7, Low: 17748.85, SMA20: 17252.02, SMA50: 17495.01, RSI14: 65.8, Return: 0.67%, Output: Down
Date: 2022-01-06, Open: 17768.5, High: 17797.95, Low: 17655.55, SMA20: 17263.47, SMA50: 17484.56, RSI14: 68.48, Return: -1.0%, Output: Up
Date: 2022-01-07, Open: 17797.6, High: 17905.0, Low: 17704.55, SMA20: 17278.54, SMA50: 17476.59, RSI14: 84.17, Return: 0.38%, Output: Up
Date: 2022-01-10, Open: 17913.3, High: 18017.45, Low: 17879.15, SMA20: 17310.3, SMA50: 17479.52, RSI14: 84.48, Return: 1.07%, Output: Up
Date: 2022-01-11, Open: 17997.75, High: 18081.25, Low: 17964.4, SMA20: 17346.84, SMA50: 17487.2, RSI14: 83.24, Return: 0.29%, Output: Up
Date: 2022-01-12, Open: 18170.4, High: 18227.95, Low: 18128.8, SMA20: 17396.39, SMA50: 17492.85, RSI14: 83.63, Return: 0.87%, Output: Up
Date: 2022-01-13, Open: 18257.0, High: 18272.25, Low: 18163.8, SMA20: 17446.86, SMA50: 17500.23, RSI14: 87.52, Return: 0.25%, Output: Down
Date: 2022-01-14, Open: 18185.0, High: 18286.95, Low: 18119.65, SMA20: 17510.38, SMA50: 17508.76, RSI14: 86.76, Return: -0.01%, Output: Up
Date: 2022-01-17, Open: 18235.65, High: 18321.55, Low: 18228.75, SMA20: 17595.08, SMA50: 17516.59, RSI14: 85.92, Return: 0.29%, Output: Down
Date: 2022-01-18, Open: 18337.2, High: 18350.95, Low: 18085.9, SMA20: 17662.19, SMA50: 17517.48, RSI14: 76.9, Return: -1.07%, Output: Down
Date: 2022-01-19, Open: 18129.2, High: 18129.2, Low: 17884.9, SMA20: 17711.34, SMA50: 17515.36, RSI14: 69.99, Return: -0.96%, Output: Down
Date: 2022-01-20, Open: 17921.0, High: 17943.7, Low: 17648.45, SMA20: 17745.56, SMA50: 17510.15, RSI14: 60.79, Return: -1.01%, Output: Down
Date: 2022-01-21, Open: 17613.7, High: 17707.6, Low: 17485.85, SMA20: 17776.23, SMA50: 17505.03, RSI14: 49.75, Return: -0.79%, Output: Down
Date: 2022-01-24, Open: 17575.15, High: 17599.4, Low: 16997.85, SMA20: 17779.37, SMA50: 17485.95, RSI14: 33.8, Return: -2.66%, Output: Up
Date: 2022-01-25, Open: 17001.55, High: 17309.15, Low: 16836.8, SMA20: 17781.6, SMA50: 17469.32, RSI14: 34.08, Return: 0.75%, Output: Down
Date: 2022-01-27, Open: 17062.0, High: 17182.5, Low: 16866.75, SMA20: 17776.43, SMA50: 17451.54, RSI14: 34.28, Return: -0.97%, Output: Down
Date: 2022-01-28, Open: 17208.3, High: 17373.5, Low: 17077.1, SMA20: 17771.33, SMA50: 17435.61, RSI14: 31.9, Return: -0.05%, Output: Up
Date: 2022-01-31, Open: 17301.05, High: 17410.0, Low: 17264.15, SMA20: 17770.62, SMA50: 17427.11, RSI14: 33.5, Return: 1.39%, Output: Up
Date: 2022-02-01, Open: 17529.45, High: 17622.4, Low: 17244.55, SMA20: 17768.18, SMA50: 17430.31, RSI14: 39.09, Return: 1.37%, Output: Up
Date: 2022-02-02, Open: 17706.2, High: 17794.6, Low: 17674.8, SMA20: 17766.92, SMA50: 17435.85, RSI14: 40.36, Return: 1.16%, Output: Down
Date: 2022-02-03, Open: 17767.75, High: 17781.15, Low: 17511.15, SMA20: 17748.66, SMA50: 17438.75, RSI14: 35.56, Return: -1.24%, Output: Down
Date: 2022-02-04, Open: 17590.2, High: 17617.8, Low: 17462.55, SMA20: 17737.18, SMA50: 17438.35, RSI14: 34.96, Return: -0.25%, Output: Down
Date: 2022-02-07, Open: 17456.3, High: 17536.75, Low: 17119.4, SMA20: 17707.23, SMA50: 17442.09, RSI14: 29.79, Return: -1.73%, Output: Up
Date: 2022-02-08, Open: 17279.85, High: 17306.45, Low: 17043.65, SMA20: 17670.4, SMA50: 17446.35, RSI14: 33.51, Return: 0.31%, Output: Up
Date: 2022-02-09, Open: 17370.1, High: 17477.15, Low: 17339.0, SMA20: 17640.8, SMA50: 17455.96, RSI14: 40.83, Return: 1.14%, Output: Up
Date: 2022-02-10, Open: 17554.1, High: 17639.45, Low: 17427.15, SMA20: 17610.48, SMA50: 17464.74, RSI14: 47.04, Return: 0.81%, Output: Down
Date: 2022-02-11, Open: 17451.0, High: 17454.75, Low: 17303.0, SMA20: 17566.33, SMA50: 17464.2, RSI14: 45.41, Return: -1.31%, Output: Down
Date: 2022-02-14, Open: 17076.15, High: 17099.5, Low: 16809.65, SMA20: 17495.68, SMA50: 17457.13, RSI14: 44.34, Return: -3.06%, Output: Up
Date: 2022-02-15, Open: 16933.25, High: 17375.0, Low: 16839.25, SMA20: 17447.9, SMA50: 17465.93, RSI14: 51.21, Return: 3.03%, Output: Down
Date: 2022-02-16, Open: 17408.45, High: 17490.6, Low: 17257.7, SMA20: 17408.35, SMA50: 17468.84, RSI14: 53.6, Return: -0.17%, Output: Down
Date: 2022-02-17, Open: 17396.55, High: 17442.9, Low: 17235.85, SMA20: 17376.66, SMA50: 17465.54, RSI14: 53.43, Return: -0.1%, Output: Down
Date: 2022-02-18, Open: 17236.05, High: 17380.8, Low: 17219.2, SMA20: 17352.63, SMA50: 17460.73, RSI14: 48.84, Return: -0.16%, Output: Down
Date: 2022-02-21, Open: 17192.25, High: 17351.05, Low: 17070.7, SMA20: 17332.1, SMA50: 17454.63, RSI14: 42.83, Return: -0.4%, Output: Down
Date: 2022-02-22, Open: 16847.95, High: 17148.55, Low: 16843.8, SMA20: 17329.26, SMA50: 17449.11, RSI14: 36.2, Return: -0.67%, Output: Down
Date: 2022-02-23, Open: 17194.5, High: 17220.7, Low: 17027.85, SMA20: 17318.52, SMA50: 17443.88, RSI14: 39.2, Return: -0.17%, Output: Down
Date: 2022-02-24, Open: 16548.9, High: 16705.25, Low: 16203.25, SMA20: 17275.41, SMA50: 17424.41, RSI14: 29.36, Return: -4.78%, Output: Up
Date: 2022-02-25, Open: 16515.65, High: 16748.8, Low: 16478.3, SMA20: 17253.24, SMA50: 17412.61, RSI14: 41.27, Return: 2.53%, Output: Up
Date: 2022-02-28, Open: 16481.6, High: 16815.9, Low: 16356.3, SMA20: 17225.94, SMA50: 17408.78, RSI14: 42.75, Return: 0.81%, Output: Down
Date: 2022-03-02, Open: 16593.1, High: 16678.5, Low: 16478.65, SMA20: 17177.39, SMA50: 17408.62, RSI14: 36.82, Return: -1.12%, Output: Down
Date: 2022-03-03, Open: 16723.2, High: 16768.95, Low: 16442.95, SMA20: 17113.3, SMA50: 17403.16, RSI14: 32.79, Return: -0.65%, Output: Down
Date: 2022-03-04, Open: 16339.45, High: 16456.0, Low: 16133.8, SMA20: 17047.56, SMA50: 17388.96, RSI14: 32.57, Return: -1.53%, Output: Down
Date: 2022-03-07, Open: 15867.95, High: 15944.6, Low: 15711.45, SMA20: 16964.9, SMA50: 17364.77, RSI14: 34.15, Return: -2.35%, Output: Up
Date: 2022-03-08, Open: 15747.75, High: 16028.75, Low: 15671.45, SMA20: 16904.89, SMA50: 17344.97, RSI14: 25.49, Return: 0.95%, Output: Up
Date: 2022-03-09, Open: 16078.0, High: 16418.05, Low: 15990.0, SMA20: 16858.82, SMA50: 17330.15, RSI14: 33.9, Return: 2.07%, Output: Up
Date: 2022-03-10, Open: 16757.1, High: 16757.3, Low: 16447.9, SMA20: 16815.38, SMA50: 17317.38, RSI14: 39.13, Return: 1.53%, Output: Up
Date: 2022-03-11, Open: 16528.8, High: 16694.4, Low: 16470.9, SMA20: 16766.6, SMA50: 17305.72, RSI14: 40.13, Return: 0.21%, Output: Up
Date: 2022-03-14, Open: 16633.7, High: 16887.95, Low: 16606.5, SMA20: 16741.43, SMA50: 17299.06, RSI14: 45.13, Return: 1.45%, Output: Down
Date: 2022-03-15, Open: 16900.65, High: 16927.75, Low: 16555.0, SMA20: 16732.44, SMA50: 17285.24, RSI14: 43.93, Return: -1.23%, Output: Up
Date: 2022-03-16, Open: 16876.65, High: 16987.9, Low: 16837.85, SMA20: 16713.59, SMA50: 17272.24, RSI14: 48.85, Return: 1.87%, Output: Up
Date: 2022-03-17, Open: 17202.9, High: 17344.6, Low: 17175.75, SMA20: 16711.83, SMA50: 17261.87, RSI14: 65.66, Return: 1.84%, Output: Down
Date: 2022-03-21, Open: 17329.5, High: 17353.35, Low: 17096.4, SMA20: 16702.48, SMA50: 17245.72, RSI14: 57.46, Return: -0.98%, Output: Up
Date: 2022-03-22, Open: 17120.4, High: 17334.4, Low: 17006.3, SMA20: 16704.44, SMA50: 17237.11, RSI14: 58.31, Return: 1.16%, Output: Down
Date: 2022-03-23, Open: 17405.05, High: 17442.4, Low: 17199.6, SMA20: 16706.39, SMA50: 17225.77, RSI14: 60.59, Return: -0.4%, Output: Down
Date: 2022-03-24, Open: 17094.95, High: 17291.75, Low: 17091.15, SMA20: 16712.92, SMA50: 17210.16, RSI14: 62.34, Return: -0.13%, Output: Down
Date: 2022-03-25, Open: 17289.0, High: 17294.9, Low: 17076.55, SMA20: 16717.41, SMA50: 17192.1, RSI14: 66.49, Return: -0.4%, Output: Up
Date: 2022-03-28, Open: 17181.85, High: 17235.1, Low: 17003.9, SMA20: 16766.11, SMA50: 17172.3, RSI14: 77.85, Return: 0.4%, Output: Up
Date: 2022-03-29, Open: 17297.2, High: 17343.65, Low: 17235.7, SMA20: 16799.45, SMA50: 17153.65, RSI14: 77.42, Return: 0.6%, Output: Up
Date: 2022-03-30, Open: 17468.15, High: 17522.5, Low: 17387.2, SMA20: 16834.67, SMA50: 17138.5, RSI14: 75.81, Return: 1.0%, Output: Down
Date: 2022-03-31, Open: 17519.2, High: 17559.8, Low: 17435.2, SMA20: 16877.61, SMA50: 17121.63, RSI14: 71.56, Return: -0.19%, Output: Up
Date: 2022-04-01, Open: 17436.9, High: 17703.7, Low: 17422.7, SMA20: 16936.23, SMA50: 17112.78, RSI14: 73.77, Return: 1.18%, Output: Up
Date: 2022-04-04, Open: 17809.1, High: 18114.65, Low: 17791.4, SMA20: 17026.63, SMA50: 17115.08, RSI14: 75.37, Return: 2.17%, Output: Down
Date: 2022-04-05, Open: 18080.6, High: 18095.45, Low: 17921.55, SMA20: 17131.35, SMA50: 17119.09, RSI14: 79.19, Return: -0.53%, Output: Down
Date: 2022-04-06, Open: 17842.75, High: 17901.0, Low: 17779.85, SMA20: 17221.06, SMA50: 17122.9, RSI14: 70.25, Return: -0.83%, Output: Down
Date: 2022-04-07, Open: 17723.3, High: 17787.5, Low: 17623.7, SMA20: 17285.77, SMA50: 17132.71, RSI14: 59.22, Return: -0.94%, Output: Up
Date: 2022-04-08, Open: 17698.15, High: 17842.75, Low: 17600.55, SMA20: 17345.24, SMA50: 17142.83, RSI14: 67.67, Return: 0.82%, Output: Down
Date: 2022-04-11, Open: 17740.9, High: 17779.05, Low: 17650.95, SMA20: 17397.46, SMA50: 17154.13, RSI14: 60.0, Return: -0.62%, Output: Down
Date: 2022-04-12, Open: 17584.85, High: 17595.3, Low: 17442.35, SMA20: 17430.41, SMA50: 17162.7, RSI14: 57.6, Return: -0.82%, Output: Down
Date: 2022-04-13, Open: 17599.9, High: 17663.65, Low: 17457.4, SMA20: 17471.05, SMA50: 17165.41, RSI14: 56.64, Return: -0.31%, Output: Down
Date: 2022-04-18, Open: 17183.45, High: 17237.75, Low: 17067.85, SMA20: 17480.96, SMA50: 17157.35, RSI14: 50.48, Return: -1.73%, Output: Down
Date: 2022-04-19, Open: 17258.95, High: 17275.65, Low: 16824.7, SMA20: 17464.54, SMA50: 17140.92, RSI14: 44.23, Return: -1.25%, Output: Up
Date: 2022-04-20, Open: 17045.25, High: 17186.9, Low: 16978.95, SMA20: 17465.49, SMA50: 17132.45, RSI14: 46.0, Return: 1.05%, Output: Up
Date: 2022-04-21, Open: 17234.6, High: 17414.7, Low: 17215.5, SMA20: 17469.34, SMA50: 17129.98, RSI14: 47.84, Return: 1.49%, Output: Down
Date: 2022-04-22, Open: 17242.75, High: 17315.3, Low: 17149.2, SMA20: 17465.66, SMA50: 17129.14, RSI14: 44.43, Return: -1.27%, Output: Down
Date: 2022-04-25, Open: 17009.05, High: 17054.3, Low: 16888.7, SMA20: 17452.22, SMA50: 17122.89, RSI14: 36.43, Return: -1.27%, Output: Up
Date: 2022-04-26, Open: 17121.3, High: 17223.85, Low: 17064.45, SMA20: 17454.61, SMA50: 17117.63, RSI14: 32.97, Return: 1.46%, Output: Down
Date: 2022-04-27, Open: 17073.35, High: 17110.7, Low: 16958.45, SMA20: 17445.43, SMA50: 17106.28, RSI14: 32.12, Return: -0.94%, Output: Up
Date: 2022-04-28, Open: 17189.5, High: 17322.5, Low: 17071.05, SMA20: 17441.42, SMA50: 17103.68, RSI14: 39.29, Return: 1.21%, Output: Down
Date: 2022-04-29, Open: 17329.25, High: 17377.65, Low: 17053.25, SMA20: 17421.63, SMA50: 17108.88, RSI14: 39.68, Return: -0.83%, Output: Down
Date: 2022-05-02, Open: 16924.45, High: 17092.25, Low: 16917.25, SMA20: 17401.85, SMA50: 17103.21, RSI14: 35.64, Return: -0.2%, Output: Down
Date: 2022-05-04, Open: 17096.6, High: 17132.85, Low: 16623.95, SMA20: 17352.21, SMA50: 17090.32, RSI14: 32.01, Return: -2.29%, Output: Up
Date: 2022-05-05, Open: 16854.75, High: 16945.7, Low: 16651.85, SMA20: 17283.67, SMA50: 17077.88, RSI14: 33.9, Return: 0.03%, Output: Down
Date: 2022-05-06, Open: 16415.55, High: 16484.2, Low: 16340.9, SMA20: 17206.36, SMA50: 17060.58, RSI14: 31.32, Return: -1.63%, Output: Down
Date: 2022-05-09, Open: 16227.7, High: 16403.7, Low: 16142.1, SMA20: 17131.07, SMA50: 17042.48, RSI14: 33.59, Return: -0.67%, Output: Down
Date: 2022-05-10, Open: 16248.9, High: 16404.55, Low: 16197.3, SMA20: 17061.1, SMA50: 17025.44, RSI14: 35.65, Return: -0.38%, Output: Down
Date: 2022-05-11, Open: 16270.05, High: 16318.75, Low: 15992.6, SMA20: 16980.23, SMA50: 17007.52, RSI14: 29.79, Return: -0.45%, Output: Down
